"横生枝节","横：旁侧，横向里。枝节：枝条，节疤，借指细小的问题。横向里长出新枝新节。比喻意外地生出一些事端，影响主要问题的顺利解决。"
"春华秋实","华：同“花”，花朵。实：果实。春天开花，秋天结果。比喻文采和品行兼备。"
"济困扶危","济、扶：帮助。救济贫困的人，扶助有危难的人。"
"一丝不乱","一点不乱。形容非常整齐。"
"敢作敢为","敢：有胆量。有胆量去做，有勇气去干。形容做事有胆识，有魄力，毫不畏缩。"
"秩序井然","仔细整理或安排好的有序场面。"
"合而为一","合在一起，成为一个整体。"
"殚思竭虑","形容用尽心思。殚：竭尽；虑：思虑。"
"坦然自若","形容心里平静，态度从容如常。"
"不经之谈","指荒唐的、没有根据的话。"
"非分之想","不安分的想法。"
"堤溃蚁穴","蚂蚁洞能使大堤溃决。比喻小问题积累多了会产生严重后果。"
"一笔带过",""
"德高望重","道德高，声望重。指人在社会上享有很高的威望。"
"切肤之痛","切身的痛苦，即亲身感受到的痛苦。"
"真水无香","将散乱的心神凝聚一处。"
"旧瓶新酒","“旧瓶装新酒”的略语。比喻用旧形式表现新内容。"
"随时随地","任何时间和任何地点。指无论在什么时间和地点。"
"草草了事","草草：匆忙。匆忙草率地把事情了结。多形容对工作不负责任。"
"垂涎三尺","垂下的口水有三尺长。形容嘴馋。也形容特别羡慕、渴望得到。"
"摇摆不定","缺乏一定的立场或主见，来回地变。"
"等闲视之","把它看成平常的事，不预重视。"
"倏忽而逝","【释义】极快地眨眼之间就消失了。又如：倏易（急速地变化）;倏霍（急速的样子）;倏闪（顷刻；霎那间）;倏忽（一眨眼；忽然）;倏尔（转眼之间）;倏瞬（一瞬间）"
"积羽沉舟","1.常后接“群轻折轴”，连用。 2.羽毛虽轻，堆积多了也能使船沉没。比喻微小的东西可以汇成巨大力量。 3.比喻小问题积累多了会产生严重后果。"
"妄下雌黄","乱改文字，乱发议论。"
"成语","释义"
"顺风顺水","本指水路乘船平安顺利。泛指行程一路平安。也作“顺水顺风”。后也用来比喻运气好，特别顺利。"
"睹物思情","指看到曾经待过的地方、使用过的物品、经历过的类似的事情等，而想起自己曾经的经历，从而发出的感慨的这样一种感情。"
"徇私枉法","谋取私利，做出违法的事情。"
"马不停蹄","停：止步。马不停地奔跑。比喻不停歇地行进或连续不停地工作。"
"麻木不仁","肢体感觉不灵敏或失去知觉。比喻对外界事物反应迟钝，漠不关心。"
"喜新厌旧","喜欢新的，厌弃旧的。多形容对爱情不专一。"
"不根之论","无根据的话。"
"模模糊糊","思想上不清晰的。"
"规行矩步","指行动始终不离法度。形容言行谨慎小心或墨守成规、不知变通。"
"爱憎分明","对人或事物喜爱或憎恨的态度很鲜明。"
"春意盎然","形容春天的气息十分浓厚。气象充盈洋溢。"
"机不可失","机：机会，时机。时机不可失去。形容机会难得，要紧紧抓住。"
"有心无力","有帮助别人的心愿，却没有解决实际问题的能力。指有愿望和打算，但没有力量去做。"
"知足常乐","知道满足，就总是快乐。形容安于已经得到的利益、地位。"
"天昏地暗","形容天色昏黄，大地黑暗或风沙漫天，云雾弥漫的景象。也比喻政治腐败，社会黑暗。"
"无私奉献","形容一个人或团体不计较个人得失，全心全意地为他人或社会做出贡献。"
"艺术哲学","一是作为美学的别称。德国哲学家黑格尔认为美学是研究美的艺术的科学，即以艺术为主要对象，通过艺术来研究美，故美学应称为艺术哲学。另一是从属于文艺理论的范畴，即运用哲学的观点探讨艺术问题，它与前者有相通之处，但主要是艺术理论。"
"暮气沉沉","形容委靡不振、不思进取的精神状态。"
"苦心经营","苦心：用尽心思。经营：指组织、筹划。用尽心思筹划安排。"
"各个击破","逐个地攻破。指一个一个地打败或集中力量逐个解决。"
"避繁就简","放弃繁难的，选择简便的。"
"颓垣败壁","残存的和倒塌了的墙壁。引申指破败荒凉的景象。"
"物超所值","指一样东西超过原有的价值，形容物品的性价比高。"
"话中有话","话中含有别的意思。指语带双关，意在言外。"
"玲珑剔透","形容玉石、竹木等雕镂的器物,结构奇巧,工艺精细,孔窍明晰。也指孔穴通透的建筑物或太湖石。"
"凝神屏气","抑制呼吸，聚精会神。形容注意力高度集中。"
"不着痕迹","做事情做得天衣无缝，没有破绽，不易被人察觉。"
"抓大放小","“抓好大企业、放开小企业”的简称。"
"雕梁画栋","1.屋梁上雕花，脊檩上绘画。形容建筑物装饰豪华，富丽堂皇。 2.雕花的屋梁，绘画的脊檩。代指装饰豪华、富丽堂皇的房屋。"
"自作主张","指不与人商量或不请示报告而自己作决定。"
"评头论足","原指无聊地谈论人的容貌、形体。现比喻随便地评说事物或人物，说三道四，妄下评论。"
"扭捏作态","具有矫揉造作或夸张的性格；不是天然或自然的。"
"夸大其辞","指说话或写文章夸张，超过了实际情况。"
"言过其实","过：超过。实：实际，事实。原指言语浮夸，超过自己的实际能力。现多指说话夸大，完全脱离事实。"
"声东击西","原指一种使对方上当的战术。现在泛指以虚张声势迷惑人的策略。"
"悲天悯人","悲叹世道的不平，同情人民的苦难。"
"饱经世故","充分经历了世事和变故。指有丰富的处世经验。"
"有机可乘","机：机会。乘：利用。有机会可以利用。"
"屈打成招","屈：冤枉。招：招认。清白无罪的人受到严刑拷打，被迫认罪。"
"实实在在","1.真实的，不夸张的。 2.现实存在的。"
"病骨支离","形容因病而体瘦骨露，身体十分衰弱。"
"安邦定国","使国家安定巩固，没有动乱。"
"糊里糊涂","形容对事物认识不清或不明白事理。"
"肝脑涂地","涂：抹。肝脏脑浆涂抹了一地。原形容惨死，多用于战乱。现多用以表示竭尽忠诚，不惜牺牲生命。"
"红极一时","指在一段时间或某一时期内极为走红。"
"起伏不定","跌宕起伏。"
"聱牙佶屈","形容文字晦涩难懂，读起来拗口。"
"稀稀拉拉","状态词。稀疏的样子：天上只有～的几个晨星。会场内掌声～，气氛不热烈。也说稀稀落落。"
"物换星移","景物改变，星辰的位置移动。"
"越鸟南栖","相传南方的鸟在朝南的树枝上栖息。比喻不忘故乡。"
"众目睽睽","众目：众人的眼睛。睽睽：注视的样子。许多人都睁着眼睛注视着。"
"不骄不躁","不骄傲，不急躁。指谦虚谨慎。"
"针砭时弊","砭：古代治病刺穴的石针，后泛指金针治疗和砭石出血。像医病一样，指出时代和社会问题，又针又砭，求得改正向善。"
"民淳俗厚","人民朴实，风俗敦厚。"
"超凡脱俗","1.凡、俗：尘世，人间。脱离尘世，离开人间。佛教和道教指修炼成佛或得道成仙。 2.凡：普通，一般。超出一般，不同凡俗。"
"风餐露宿","风里吃饭，露天睡觉。形容旅途或野外工作的辛苦。"
"才短思涩","（写作时）缺少才气，思路迟钝。"
"进退失据","1.前进和后退都失去了依靠。比喻无处安身，处境困难。 2.比喻进退两难。"
"好好先生","一团和气、与人无争，不问是非曲直、只求相安无事的人。指善良的人，好人，脾气性格随和的人。"
"稀奇古怪","形容少见而奇特。"
"心服首肯","口服心服，真心认可。"
"人穷志短","指人处贫困环境时说话做事没有底气和信心。"
"绿色通道","比喻简化手续、安全快捷的途径或方式。"
"不知悔改","不知道悔过改正。"
"自成一家","指在某一方面的学问或技术有独到的见解或独特的做法，能自成体系。"
"应声而下","随着声音落下来。"
"相沿成习","因袭某种东西，逐渐形成了习惯。"
"功过相抵","功劳和过错互相抵消。比喻一个人既有功劳又有过错，念在他有过功劳的份上一并消免。"
"鸟为食亡","鸟为了争夺食物，宁可失去生命，引申义为“生物在难以保全自身生命的情况下会用尽全力去尝试加以保全，以至于不择手段。”"
"不堪入目","眼睛无法再看下去。形容形象或行为非常粗俗，使人难以忍受。"
"来鸿去燕","1.飞来的大雁，离去的燕子。比喻行踪不定或漂泊不定的人。 2.像大雁飞来，像燕子离去。形容行踪漂泊不定。 3.比喻来往的书信。 4.指季节变换，岁月流逝。"
"天生丽质","形容女子妩媚艳丽。"
"白璧无瑕","洁白的玉璧上没有斑点。比喻人或事物完美无缺。"
"层峦叠嶂","峦：山岭。嶂：直立的山峰。重重叠叠的山岭和山峰。形容山峰多而险峻。"
"辗转相传","经过许多人或许多环节流转。"
"杳无人烟","渺茫而无人居住。形容偏僻荒凉。"
"东皇太一",""
"纠缠不清","1.纠结缠绕,理不出头绪。形容问题很多或情况纷乱,使人分辨不清楚。 2.指有意找麻烦，抓住一点不肯放手。"
"日理万机","日：每天。理：处理。万机：众多的重要事务。每天都要处理成千上万件政务。形容政务繁忙。"
"枯燥乏味","干巴巴的，单调而缺少趣味。"
"分进合击","分别从几个方向推进，协同围击同一目标。"
"新陈代谢","1.生物学用语，指生物体不断用新物质代替旧物质的过程。 2.泛指新事物代替旧事物。"
"宁静致远","平稳静谧心态，不为杂念所左右，静思反省，才能树立远大的目标。"
"形单影只","孤零零一个人一个影子。形容孤独，没有伴侣。"
"更仆难数","1.数：说，谈论。即使到了随从的太仆换班，要说的话也说不完。指要说的话很多。语本《礼记·儒行》：“哀公曰：‘敢问儒行。’孔子对曰：‘遽数之，不能终其物；悉数之乃留，更仆未可终也。’” 2.形容事物繁多……"
"冰清玉洁","像冰那样清澈透明，像玉那样洁白无瑕。"
"不厌其烦","厌：嫌，讨厌。不嫌麻烦。"
"计穷力竭","穷、竭：尽。计谋、力量都用尽了。"
"学海无涯","学问的海洋无边无际。"
"广纳良言","广泛的听取、采纳好的建议。"
"本本主义","一种脱离实际的、盲目地凭书本条文或上级指示办事的作风。"
"肘行膝步","匍匐前行，表示虔诚或哀戚。"
"坐地起价","没有根据的就抬高价钱。"
"倒悬之急","像被人倒着悬挂起来那样的危急情境。指极其困难、危急的处境。"
